5.808100e-07 2.051405e-10
5.866181e-07 1.334476e-11
5.924843e-07 -1.090280e-10
5.984091e-07 -1.770666e-10
6.043932e-07 -2.035978e-10
6.104371e-07 -1.994344e-10
6.165415e-07 -1.736002e-10
6.227069e-07 -1.335407e-10
6.289340e-07 -8.531239e-11
6.352233e-07 -3.375778e-11
6.415756e-07 1.733630e-11
6.479913e-07 6.509482e-11
6.544712e-07 1.074236e-10
6.610160e-07 1.428917e-10
6.676261e-07 1.706259e-10
6.743024e-07 1.902154e-10
6.810454e-07 2.016280e-10
6.878559e-07 2.051346e-10
6.947344e-07 2.012428e-10
7.016818e-07 1.906399e-10
7.086986e-07 1.741408e-10
7.157856e-07 1.526458e-10
7.229434e-07 1.271015e-10
7.301729e-07 9.847116e-11
7.374746e-07 6.770540e-11
7.448493e-07 3.572259e-11
7.522978e-07 3.390512e-12
7.598208e-07 -2.848853e-11
7.674190e-07 -5.918677e-11
7.750932e-07 -8.805908e-11
7.828441e-07 -1.145482e-10
7.906726e-07 -1.381867e-10
7.985793e-07 -1.585980e-10
8.065651e-07 -1.754941e-10
8.146307e-07 -1.886750e-10
8.227770e-07 -1.980225e-10
8.310048e-07 -2.034971e-10
8.393149e-07 -2.051317e-10
8.477080e-07 -2.030248e-10
8.561851e-07 -1.973350e-10
8.647469e-07 -1.882732e-10
8.733944e-07 -1.760955e-10
8.821284e-07 -1.610962e-10
8.909496e-07 -1.436005e-10
8.998591e-07 -1.239580e-10
9.088577e-07 -1.025348e-10
9.179463e-07 -7.970872e-11
9.271258e-07 -5.586160e-11
9.363970e-07 -3.137442e-11
9.457610e-07 -6.621966e-12
9.552186e-07 1.803223e-11
9.647708e-07 4.224006e-11
9.744185e-07 6.567263e-11
9.841627e-07 8.802374e-11
9.940043e-07 1.090126e-10
1.003944e-06 1.283864e-10
1.013984e-06 1.459221e-10
1.024124e-06 1.614275e-10
1.034365e-06 1.747424e-10
1.044709e-06 1.857396e-10
1.055156e-06 1.943241e-10
1.065707e-06 2.004337e-10
1.076364e-06 2.040376e-10
1.087128e-06 2.051362e-10
1.097999e-06 2.037588e-10
1.108979e-06 1.999638e-10
1.120069e-06 1.938352e-10
1.131270e-06 1.854815e-10
1.142582e-06 1.750338e-10
1.154008e-06 1.626431e-10
1.165548e-06 1.484780e-10
1.177204e-06 1.327226e-10
1.188976e-06 1.155737e-10
1.200866e-06 9.723847e-11
1.212874e-06 7.793193e-11
1.225003e-06 5.787428e-11
1.237253e-06 3.728866e-11
1.249625e-06 1.639926e-11
1.262122e-06 -4.572322e-12
1.274743e-06 -2.540779e-11
1.287490e-06 -4.589507e-11
1.300365e-06 -6.582966e-11
